GaugeLID,Location,Latitude,Longitude,Waterbody,State,Action,Flood,Moderate,Major,LowThresh,LowThreshU
DCRI2,Decatur,39.831111,-88.976389,Sangamon River,IL,,,,,,ft
DCRI3,Decatur,40.848611,-84.937778,St. Marys River,IN,13,17,20,24,,ft
DCSC1,Smartville,39.224444,-121.2675,Deer Creek,CA,,,,,,ft
DCSN7,Deep Creek road near Bryson City,35.456944,-83.438056,Deep Creek (NC),NC,6,7,10,12,,ft
DCTG1,Doctortown,31.654444,-81.828056,Altamaha River,GA,10,12,14,15.5,,ft
DCTN1,Decatur,42.007928,-96.242898,Missouri River,NE,,,,,,
DCVC1,Vina,40.014167,-121.947222,Deer Creek,CA,,,,,,ft
DCWC1,Wheatland,39.026389,-121.436111,Dry Creek,CA,,,,,,ft
DDCK1,Dodge City,37.744444,-100.032778,Arkansas River,KS,10,11,13,15,,ft
DDCN4,Clifton (Dundee Dam),40.8825,-74.1272,Passaic River,NJ,3.5,4.5,6,7,,ft
DDET2,Lake Diversion near Dundee,33.815,-98.933333,Wichita River,TX,,,,,,ft
DDGW3,Dodge,44.131667,-91.552778,Trempealeau River,WI,7,9,11,12,,ft
DDMN6,Delta Dam,43.278611,-75.426667,Mohawk River,NY,549,551.5,553,554,,ft
DDZM7,Dadeville,37.443056,-93.684444,Sac River,MO,12,,,,,ft
DEBO3,Bend,44.083056,-121.306667,Deschutes River (OR),OR,,,,,,ft
DECA1,Decatur,34.611389,-86.975278,Tennessee River,AL,9,10,12,14,,ft
DECV2,MANNBORO,37.283056,-77.87,Deep Creek,VA,,,,,,ft
DEDM2,Catonsville,39.295833,-76.744167,Dead Run,MD,,,,,,
DEEO3,Roseburg,43.217894,-123.28868,Deer Creek,OR,8,10,13,15,0,ft
DEET2,Dunn,32.573611,-100.9075,Deep Creek,TX,13,14,20,26,,ft
DEFO1,Defiance,41.279167,-84.386667,Maumee River,OH,8,10,15,20,,ft
DEHI4,Decorah,43.305,-91.795278,Upper Iowa River,IA,9,12,13,14,,ft
DEKC1,Decker Island - Sacramento River,38.093333,-121.736111,Sacramento-San Joaquin Delta,CA,,,,,,ft
DEKI2,De Kalb,41.931111,-88.759722,South Branch Kishwaukee River,IL,8.5,10,11,12.5,,ft
DEKT2,Dekalb - Pecan Point,33.683889,-94.694167,Red River,TX,23.5,24,27,30,,ft
DELA2,Paxson,63.203056,-145.814167,Delta River,AK,,,,,,ft
DELC2,Delta,38.753056,-108.078333,Gunnison River,CO,10,12,14,15,,ft
DELD1,Delaware City,39.581667,-75.588333,Delaware River,DE,7,7.5,8.5,9.5,,ft
DELK1,Delia,39.238333,-95.888333,Soldier Creek,KS,24,26,26.5,29.5,,ft
DELM2,Delight,39.443056,-76.783333,Gwynns Falls,MD,8,9.5,11,13,,ft
DELM5,Delano,45.041944,-93.789722,South Fork Crow River,MN,11.5,16.5,17.5,18.5,,ft
DELN6,Delhi,42.280278,-74.9075,West Branch Delaware River,NY,7,8,9.5,10.5,,ft
DEMI4,Des Moines Fleur Dr,41.58236,-93.641811,Raccoon River (Central IA),IA,8,12,16,25,,ft
DENI3,Denver,40.8575,-86.074722,Eel River (IN),IN,,,,,,ft
DENL1,Denham Springs,30.463889,-90.990278,Amite River,LA,26,29,35,39,,ft
DENS1,Denmark,33.393056,-81.133333,South Fork Edisto River,SC,10,11,13,15,,ft
DEPC1,Palm Desert,33.631111,-116.391389,Deep Creek (CA DEPC1),CA,,,,,,ft
DEPI3,Deputy,38.804167,-85.673889,Muscatatuck River,IN,23,25,28,32,,cfs
DEPI4,Deep River,41.591392,-92.355184,Deep River (IA),IA,,,,,,ft
DEQA4,DeQueen,34.045,-94.2125,Cossatot River,AR,14.5,15,18,21,,ft
DERS2,Dell Rapids,43.790556,-96.745278,Big Sioux River,SD,10,12,14,15,,ft
DESI4,Des Moines SE 6th St,41.577767,-93.605495,Des Moines River,IA,20,24,26,30,,ft
DESN8,Foxholm,48.370556,-101.569722,Des Lacs River,ND,1650,1651,1653,1654,,ft
DETM4,Detroit,42.372222,-83.255556,Rouge River,MI,13,15,18,20,,ft
DETO3,Detroit Lake,44.721111,-122.249444,N Santiam River,OR,,,,,,ft
DEWI4,DeWitt,41.766944,-90.534722,Wapsipinicon River,IA,10,11,11.5,12.5,,ft
DEWN1,DeWitt,40.367222,-96.889722,Turkey Creek,NE,20.5,23.5,25,27,,ft
DEXM4,Dexter,42.3,-83.898611,Mill Creek,MI,10,12,13,14,,ft
DEYT2,Dime Box,30.407222,-96.817222,East Yegua Creek,TX,9,12,16,20,,ft
DEZQ9,Haines Junction,60.748056,-137.508333,Dezadeash River,AK,,,,,,ft
DFBS2,Deerfield Reservoir,44.030278,-103.782778,Castle Creek,SD,5,5.5,,,,ft
DFCO1,Defiance Pwr Dam,41.2375,-84.399444,Auglaize River,OH,17,21,23,25,,ft
DFDV2,Deerfield,38.23,-79.343889,Calfpasture River,VA,8,,,,,ft
DFMI4,Des Moines Easton Blvd,41.613878,-93.545493,Fourmile Creek (Central IA),IA,9,12.5,14,16,,ft
DFYG1,Dames Ferry,33.016667,-83.727222,Ocmulgee River,GA,15,16,18,20,,ft
DGAG1,Dahlonega,34.528056,-83.939722,Chestatee River,GA,16,19,23,26,,ft
DGDA4,DeGray Dam,34.214722,-93.112778,Caddo River,AR,,,,,,ft
DGGI1,Driggs,43.781369,-111.209069,Teton River (ID),ID,3.8,4.2,6,7,,ft
DGSV2,MASCOT,37.633611,-76.696667,Dragon Swamp,VA,,,,,,ft
DGYC1,Geyserville,38.698611,-122.956944,Dry Creek (Russian R.),CA,10,15,,,,ft
DHEM4,Dearborn Hgts,42.269444,-83.289722,Ecorse Creek,MI,7.5,,8,9,,ft
DIBM6,D Iberville,30.476111,-88.893611,Tchoutacabouffa River,MS,8,8,15,18,,ft
DIBT2,Diboll,31.132778,-94.809722,Neches River,TX,11.5,12,17,20,,ft
DICG1,Suwanee,34.071389,-84.130278,Dick Creek,GA,8,10,13,18,,ft
DICM1,Dickey,47.113056,-69.088056,St. John River,ME,23,25,30,35,,ft
DILM5,Dilworth,46.963333,-96.661667,Buffalo River (09020106),MN,12,13,20,26,,ft
DILM8,Dillon,45.218056,-112.655,Beaverhead River,MT,,,,,,
DILN7,Barkers creek nr Dillsboro,35.384444,-83.291667,Tuckasegee River,NC,10,12,18,24,,ft
DINA3,Sand Springs,35.780694,-110.930417,Dinnebito Wash,AZ,,,,,,ft
DIRA4,Dierks,34.096111,-94.085,Saline River,AR,14.5,15,18,21,,ft
DIXK2,Herrington Lake,37.784444,-84.703611,Dix River,KY,748,750,755,760,,ft
DIXN2,Dixie Creek,40.685,-115.8125,South Fork Humboldt River,NV,5,5.5,6,6.5,,ft
DIXN5,Dixon,36.210833,-105.913611,Embudo Creek,NM,12,13,14,17,,ft
DKBW1,Brinnon,47.684167,-123.010278,Duckabush River,WA,5.5,,,,,ft
DKCN5,Whites City,32.290556,-104.349167,Dark Canyon,NM,3.7,,,,,ft
DKHC1,Hesperia,34.343056,-117.225556,Deep Creek (CA DKHC1),CA,,,,,,ft
DKII4,Davenport Kimberly Rd,41.546144,-90.524024,Duck Creek,IA,11,12,,,,ft
DKKC2,Drake,40.433333,-105.339444,North Fork Big Thompson River (CO),CO,,,,,,
DKLI2,Devils Kitchen Lake near Marion 11WSW,37.642778,-89.1025,Grassy Creek (IL),IL,,,,,,ft
DKNV2,Alexandria / Fairfax Border,38.830833,-77.134722,Holmes Run,VA,,,,,,ft
DKRM8,Tongue River Reservoir,45.141389,-106.770833,Tongue River,MT,,,,,,ft
DLAF1,near Deland,29.008056,-81.382778,St. Johns River,FL,3.7,4.2,5,5.5,,ft
DLAM6,D&#039;lo,31.97777,-89.8975,Strong River,MS,24,25,30,33,,ft
DLBG1,Sloan Bridge near Dalton,34.629167,-84.917222,Conasauga River,GA,15,18,23,27,,ft
DLBN8,05056222 Morrison Lake nr Webster ND,48.259722,-98.846667,Devils Lake,ND,,,,,,ft
DLCG1,Panthersville,33.705556,-84.2925,Doolittle Creek,GA,6,8,13,19,,ft
DLCN8,05056241 Dry Lake nr Penn ND,48.231111,-98.983056,Devils Lake,ND,,,,,,ft
DLDA1,Demopolis Lock and Dam,32.520833,-87.88,Tombigbee River,AL,68,68,77,92,,ft
DLDI4,Dubuque (LD11),42.538611,-90.646389,Mississippi River,IA,15,16,17,20.5,,ft
DLFO1,Dillon Dam Pool,39.992222,-82.0825,Licking River (OH),OH,,,,,,ft
DLGM8,Deer Lodge,46.397778,-112.741944,Clark Fork River,MT,5,6,,,,ft
DLLI4,Melcher-Dallas,41.246639,-93.290167,White Breast Creek (Southern IA),IA,22,,,,,ft
DLLO1,Dillon Dam Tailwater,39.988333,-82.080556,Licking River (OH),OH,,,,,,ft
DLLO3,Dilley,45.474722,-123.125,Tualatin River,OR,16,17.5,,19.5,,ft
DLLT2,DeLeon,32.173611,-98.532778,Leon River,TX,11,12,14,19,,ft
DLMC1,Lemon Cove,36.4475,-119.027222,Dry Creek,CA,,,,,,ft
DLNG1,Dalton,34.788333,-84.975,Mill Creek,GA,9,11,14,17,,ft
DLPI3,Delphi,40.593889,-86.77,Tippecanoe River,IN,6,8,12,15,0.18,kcfs
DLPK2,Douglas Park,38.113611,-84.482778,Cane Run Creek,KY,,,,,,ft
DLPV2,Covington,37.802778,-80.047222,Dunlap Creek,VA,7,9,11,14,,ft
DLRM4,DEARBORN,42.308333,-83.252777,Lower Rouge,MI,8,10,12,13,0,ft
DLRT2,Del Rio,29.330833,-100.928889,Rio Grande,TX,4,4,4.4,7.5,,ft
DLTC1,Delta,40.939722,-122.416111,Sacramento River,CA,,,,,,ft
DLTN3,Dalton,44.410059,-71.7206,Connecticut River,NH,15,17,22,25,,ft
DLYW2,Dailey,38.809167,-79.881944,Tygart Valley River,WV,12,14,15,17,,ft
DMCV2,Damascus,36.625556,-81.770833,Laurel Creek,VA,5,6,8,10,,ft
DMDM4,Dimondale,42.644444,-84.650278,Grand River,MI,11,13,14,16,,ft
DMLP1,Dimeling,40.971667,-78.406111,Clearfield Creek,PA,,13,,,,ft
DMOI4,Des Moines 2nd Ave,41.612291,-93.619945,Des Moines River,IA,19,23,26,30,,ft
DMRK1,Webster Reservoir,39.373908,-99.585159,S F Solomon River,KS,7,8.5,11,14,,ft
DMRM8,Dodson,48.402778,-108.293889,Milk River,MT,,,,,,
DMRW4,Dome Lake No. 1 Reservoir,44.5917,-107.2969,West Fork Big Goose Creek,WY,,,,,,ft
DMSF1,Dames Point Bridge (I-295),30.386667,-81.558333,St. Johns River,FL,2.5,3,3.5,4.5,-4.5,ft
DMTM5,W. BRANCH 12 MILE CREEK AT DUMONT,45.716111,-96.348333,Red River of the North - MN Tribs,MN,5,6,10,12,,ft
DMWI4,Des Moines IA 28,41.561899,-93.703274,Raccoon River (Central IA),IA,34,36,38,40,,ft
DMYT2,Dime Box,30.339167,-96.904444,Middle Yegua Creek,TX,8,10,15,20,,ft
DNAL1,Maurepas,30.223333,-90.64,Coastal Reference Monitoring System,LA,,,,,,ft
DNCN1,Duncan,41.368164,-97.494811,Platte River,NE,7,8,9,10,,ft
DNDM4,Dundee,41.956111,-83.658611,River Raisin,MI,648,650,652,653,,ft
DNDN8,Dickinson Dam,46.869722,-102.826944,Heart River,ND,,,,,,ft
DNDV2,Dendron,37.025,-76.875,Blackwater River (VA),VA,35.3,36.3,,,,ft
DNGV2,Dungannon,36.830556,-82.461389,Clinch River,VA,15,18,,,,ft
DNLF1,Dunnellon,29.045833,-82.464722,Withlacoochee River (FL),FL,28.8,29,30,31,,ft
DNLI4,Dunlap,41.8107,-95.6402,Boyer River,IA,19,22,,,,ft
DNNT2,Dennis,32.615556,-97.925556,Brazos River,TX,10,21,25,27,,ft
DNRC2,Del Norte,37.688611,-106.46,Rio Grande,CO,5,5.5,6.5,7.5,,ft
DNSF1,Satsuma,29.5775,-81.626389,Dunns Creek,FL,1.5,2,2.5,3.5,-1.5,ft
DNSM3,East Pepperell,42.667589,-71.575068,Nashua River,MA,7,8,12,15,,ft
DNVC2,Denver,39.759722,-105.0028,South Platte River,CO,9.5,11,12.5,14,,ft
DNVI2,Danville,40.100833,-87.597222,Vermilion River (E-IL),IL,16,18,22,28,,ft
DNVK2,Danville,37.641944,-84.660833,Dix River,KY,,,,,,ft
DNZM7,Doniphan,36.621944,-90.8475,Current River,MO,10,13,18,22,,ft
DOBM5,Austin,43.677222,-92.939722,Dobbins Creek,MN,9,11.5,14,18,,ft
DODM6,Doddsville,33.64057,-90.401666,Quiver River,MS,28,,,,,ft
DOET1,Elizabethton,36.344444,-82.210278,Doe River,TN,5,8,9,10,,ft
DOGG1,Fairplay,33.653889,-84.821111,Dog River,GA,10,13,16,20,,ft
DOGN2,Verdi,39.524444,-119.994444,Dog Creek,NV,7,7.5,8.5,9.5,,ft
DOLC2,Dolores,37.4725,-108.496944,Dolores River,CO,7,8,9,10,,ft
DOLU1,Cisco,38.797222,-109.194444,Dolores River,UT,13,,,,,ft
DONG1,Dawsonville,34.425556,-84.211944,Amicalola Creek,GA,8,10,13,17,,ft
DONL1,Donaldsonville,30.102778,-90.959167,Mississippi River,LA,25,27,30,34,,ft
DONO1,Dillonvale,40.193333,-80.734444,Short Creek,OH,7.1,9,12,15,,ft
DONO3,French Glen,42.791111,-118.866667,Donner und Blitzen River,OR,6,6,7,8,,ft
DONT1,Donelson,36.186389,-86.632778,Stones River,TN,20,35,41,46,,ft
DONW4,Gillette,44.266667,-105.438056,Donkey Creek,WY,,,,,,ft
DOOC1,Hopland 3E,38.976111,-123.070278,Dooley Creek,CA,,,,,,ft
DOOV2,Dooms,38.088611,-78.877222,South River,VA,9,11,13,15,,ft
DORC1,Big Ranch Road,38.328333,-122.29,Salvador Channel,CA,7.5,,10,,,ft
DORM5,Doran,46.152222,-96.578889,Bois de Sioux,MN,,,,,,ft
DOSC1,Dos Rios,39.706389,-123.324167,Middle Fork Eel River,CA,,,,,,ft
DOSI4,Des Moines 63rd St,41.587507,-93.703293,Walnut Creek (Central IA),IA,10,14,15,17,,ft
DOSL1,Bay Dosgris near Galliano,29.466667,-90.1,Barataria Bay and Waterway,LA,,,,,,ft
DOSV2,Doswell,37.825556,-77.426389,North Anna River,VA,,,,,,ft
DOTW1,Doty,46.6175,-123.276389,Chehalis River,WA,,13,18.5,19.5,,ft
DOUF1,Dowling Park (CR 250),30.244722,-83.249722,Suwannee River,FL,43,47,52,58,,ft
DOVM1,Dover-Foxcroft,45.175,-69.314722,Piscataquis River,ME,9,11,15,19,,ft
DOVM3,Dover,42.256209,-71.260056,Charles River,MA,4.5,5,7,8,,ft
DOVO2,Dover,35.9517,-97.9142,Cimarron River,OK,15,17,20,22,,ft
DOVT1,Dover,36.490556,-87.838889,Cumberland River,TN,64,67,70,72,,ft
DOWM4,State Highway 51 near Dowagiac,42.027778,-86.1075,Dowagiac River,MI,,,,,,ft
DPDL1,Davis Pond Freshwater Diversion/Boutte,29.916944,-90.317778,Barataria Bay and Waterway,LA,,,,,,ft
DPKD1,Newark,39.699167,-75.675,White Clay Creek,DE,11,13,15,16.5,,ft
DPLF1,Deer Point Dam,30.269444,-85.607222,Deer Point Lake,FL,,,,,,ft
DPNM2,Upper Marlboro,38.817778,-76.739444,Depot Pond,MD,,,,,,ft
DQHP1,Duquesne Heights,40.432778,-80.029722,Saw Mill Run,PA,,,,,,ft
DQNA4,DeQueen,34.0475,-94.413056,Rolling Fork,AR,23.5,24,25,26,,ft
DRBC2,Derby,39.8275,-104.955833,Clear Creek (CO),CO,6.5,9,10.5,11.5,,ft
DRBI1,Deadwood Reservoir,44.291944,-115.641944,Deadwood River,ID,,,,,,ft
DRBK1,Derby,37.5441,-97.2752,Arkansas River,KS,10,12,15,16.2,,ft
DRBW2,Durbin,38.543611,-79.833333,Greenbrier River,WV,6,7,10,15,,ft
DRCM7,St. Peters,38.803333,-90.635,Dardenne Creek,MO,16,18,20,23,,ft
DRDN6,Dresden,42.684444,-76.949722,Keuka Outlet,NY,,,,,,ft
DREI3,Edinburgh,39.339167,-85.986944,Driftwood River,IN,9,11,14,17,94,cfs
DREO1,Dresden,40.120278,-81.999722,Muskingum River,OH,,20,23,26,,ft
DRFM2,Franklintown,39.311111,-76.716667,Dead Run,MD,8,10,12,14,,ft
DRFS2,Deerfield Reservoir,44.028889,-103.785833,Castle Creek,SD,5908,,,,,ft
DRGC2,Durango,37.279167,-107.88,Animas River,CO,7,8,9,10.5,,ft
DRGN1,Dorchester,40.7308,-97.177922,West Fork Big Blue River,NE,13,15,22,24.4,,ft
DRIC1,Mouth NR Healdsburg,38.5875,-122.861111,Dry Creek (Russian R.),CA,,,,,,ft
DRLM2,Darlington,39.6175,-76.191944,Deer Creek (MD),MD,9,10,14,17,,ft
DRMM8,Drummond,46.71191,-113.331,Clark Fork River,MT,7,8,10,11.5,,ft
DRMO3,McKewen,44.7467,-118.1061,Deer Creek (East Oregon),OR,,,,,,ft
DRMW1,Mouth at Sequim,48.143333,-123.127222,Dungeness River,WA,,,,,,ft
DRRC2,Rico,37.638889,-108.059722,Dolores River,CO,5.5,5.8,7.3,9.5,,ft
DRST1,Dresden,36.254722,-88.642222,Obion River,TN,,,,,,ft
DRSW1,Sequim,48.014444,-123.131389,Dungeness River,WA,,7,7.5,8,,ft
DRTN8,Drayton,48.572222,-97.147222,Red River of the North,ND,28,32,38,42,,ft
DRUM8,Drummond,46.6625,-113.149167,Clark Fork River,MT,8,8.5,10.5,12,,ft
DRVP1,Dorseyville,40.5825,-79.861389,Deer Creek,PA,4.2,7,,,,ft
DRWC1,Warm Springs Dam NR Geyserville,38.719722,-122.999444,Dry Creek (Russian R.),CA,,,,,,ft
DRWT2,Driftwood,30.082778,-98.0075,Onion Creek,TX,5.5,5.5,7,13,,ft
DRXP1,Deer Crossing,41.536944,-76.959444,Lycoming Creek,PA,,,,,,ft
DRYN6,Arkville,42.146667,-74.623611,Dry Brook,NY,9,10.5,11.5,12.5,,ft
DSAC1,Highway 29,38.365278,-122.3375,Dry Creek (Napa),CA,9,,14,,,ft
DSBT2,DeLeon,32.113889,-98.605278,Sabana River,TX,17,19,22,24,,ft
DSCA4,Des Arc,34.976667,-91.4925,White River,AR,23,24,26,30,,ft
DSCV2,Dulles Station near Herndon,38.954444,-77.419722,Unnamed Tributary,VA,,,,,,ft
DSHP1,Dashields Lock and Dam,40.549167,-80.205833,Ohio River,PA,19.4,25,29,32,,ft
DSLM8,Decker,45.009136,-106.835944,Tongue River,MT,,,,,,ft
DSNC1,Snelling,37.555,-120.463333,Dry Creek,CA,,,,,,ft
DSNG1,11 E of Dawson at Pinewood Rd in Lee County,31.764444,-84.253333,Kinchafoonee Creek,GA,10,13,16,20.5,,ft
DSNT2,Lake Texoma near Denison,33.818056,-96.572222,Red River,TX,,,,,,ft
DSOK1,De Soto,38.983333,-94.964444,Kansas River,KS,22,26,33,36,,ft
DSPI2,Des Plaines,42.087222,-87.887222,Des Plaines River,IL,13.5,15,18,19,,ft
DSRW1,Rainier,46.852222,-122.6675,Deschutes River,WA,,11,13.5,15,,ft
DTAS1,Delta,34.535278,-81.548333,Tyger River,SC,28,30,33,36,,ft
DTNO1,Dayton,39.765278,-84.1975,Great Miami River,OH,29.5,41,44,48,,ft
DTTM8,Dutton,47.930325,-111.552942,Teton River,MT,7.5,9,,,,ft
DUBC1,Bohemian Highway and Tyrone Road,38.450278,-123.000278,Dutch Bill Creek,CA,,,,,,ft
DUBP1,Dubois,41.125556,-78.763889,Sandy Lick Creek,PA,,,,,,ft
DUBW3,Dubay Dam,44.665,-89.650833,Wisconsin River,WI,1095,1098,1102,1105,,ft
DUBW4,Dubois,43.578611,-109.759167,Wind River,WY,4.5,5,5.5,6,,ft
DUCF1,Racetrack Road,30.099167,-81.526111,Durbin Creek,FL,2,3,4,5,,ft
DUCS1,Duncan,34.94,-82.123611,South Tyger River,SC,16,17,25,38,,ft
DUGT1,Douglas Dam,35.9625,-83.540556,French Broad River,TN,,,,,,ft
DUJC1,Jersey Island Rd at Jersey Island,38.013611,-121.666667,Dutch Slough,CA,,,,,,ft
DUKN7,Duck,36.183333,-75.75,Atlantic Coast,NC,5,5.5,6,6.5,,ft
DULL1,Houma Navigation Canal at Dulac,29.385,-90.729722,Mississippi River Delta Basin,LA,,,,,,ft
DUMM5,12 MILE CREEK NEAR DUMONT,45.6925,-96.315833,Red River of the North - MN Tribs,MN,,10,12,14,,ft
DUNK2,Dundee,37.5475,-86.721667,Rough River,KY,23,25,28,30,,ft
DUNN6,Dunraven,42.106111,-74.730833,Mill Brook,NY,,,,,,ft
DUPT2,Bloomington,28.661944,-96.965278,Guadalupe River,TX,20,20,24,27,,ft
DURO2,Dickson,34.233333,-96.976111,Washita River,OK,24,27,29,31,,ft
DURU1,Randlett,40.210278,-109.781389,Duchesne River,UT,11.5,13.3,14.8,15.7,,ft
DURW3,Durand,44.631111,-91.971389,Chippewa River (WI),WI,12,13,15.5,17,,ft
DUUA3,Duncan,32.724444,-109.099167,Gila River,AZ,16,20,21,22,,ft
DVDD1,Dover,39.163611,-75.519444,St. Jones River,DE,5.5,6.5,8.5,10.5,,ft
DVLO1,Dover Dam Tailwater,40.529722,-81.43,Tuscarawas River,OH,5.5,7.5,8,8.5,,ft
DVLV2,Danville,36.5625,-79.37,Dan River,VA,15,17,20.5,25.5,,ft
DVRM2,Dover,39.520556,-76.766944,Piney Run,MD,7,8.5,14,15,,ft
DVRM5,Dover,43.970833,-92.116944,South Fork Whitewater River,MN,14,16,18,21,,ft
DVRN4,Dover,40.886111,-74.56,Rockaway River,NJ,,,,,,ft
DVRO1,Dover Dam Pool,40.558056,-81.412778,Tuscarawas River,OH,,,,,,ft
DVSI4,Davis City,40.64028,-93.80828,Thompson River (IA/MO),IA,8,12,20,24,,ft
DVSS2,Davis,43.237222,-96.983333,Vermillion River,SD,9,11,13,15,,ft
DWCA3,White Hills Rd,35.702222,-114.468889,Detrital Wash,AZ,,,,,,ft
DWEM7,Prairie State Park,37.535278,-94.558056,East Fork Drywood Creek,MO,,,,,,ft
DWEN1,Deweese,40.3325,-98.066944,Little Blue River,NE,8,10,16,17,,ft
DWMA3,State Route 66,35.244444,-113.985,Diagonal Wash,AZ,,,,,,ft
DWNN6,Downsville below Pepacton Dam,42.075,-74.976111,East Branch Delaware River,NY,5.3,9,10,12,,ft
DWNP1,Downingtown,39.968611,-75.673611,East Branch Brandywine Creek,PA,6,7,9,11,,ft
DWRI1,Ahsahka,46.515,-116.295833,Dworshak Reservoir,ID,,,,,,ft
DWRT2,Dallas,32.889167,-96.756389,White Rock Creek,TX,78,84,88,90,,ft
DWSG1,Dawsonville,34.357778,-84.113611,Etowah River,GA,11,13,16,21,,ft
DWTO1,Derwent,39.919167,-81.531389,Wills Creek,OH,15,,,,,ft
DWYK2,Dewey Lake,37.737778,-82.730556,Johns Creek,KY,670,686,686,686,,ft
DWYT2,Deweyville,30.303611,-93.743611,Sabine River,TX,23,24,26,28,,ft
DXRI2,Dixon,41.844722,-89.486111,Rock River,IL,13,16,18,20,,ft
DYET1,Dyersburg,36.029722,-89.386944,North Fork Forked Deer River,TN,14,22,26.5,29,,ft
DYNT2,Dryden,29.823611,-102.166667,Rio Grande,TX,25,59,60,61,,ft
DYRI4,Dyersville,42.470556,-91.122222,North Fork Maquoketa River,IA,,,,,,
DYSI4,Dysart,42.251528,-92.298889,Wolf Creek (East Central IA),IA,,,,,,ft
DYUC1,Union City,37.606111,-122.078333,Dry Creek,CA,,,,,,ft
EADM7,St. Louis,38.628889,-90.179722,Mississippi River,MO,28,30,35,40,,ft
EAGI1,Eagle Island,43.670278,-116.3075,Boise River,ID,6.5,7,11,15,,ft
EAGM4,Eagle,42.828056,-84.759444,Looking Glass River,MI,5,7,9,11,,ft
EAGN6,Eagle Bridge,42.938611,-73.376944,Hoosic River,NY,9,11,13,16,,ft
EAGO2,Eagletown,34.041667,-94.620833,Mountain Fork,OK,10.5,11,12,14,,ft
EAMT2,Eagle Mountain Lake,32.8775,-97.474722,North Texas Lakes,TX,,,,,644,ft
EANG1,Eatonton,33.313889,-83.437222,Little River,GA,14,20,24,30,,ft
EASC1,Santa Rosa,38.402222,-122.731944,Colgan Creek,CA,104,106,108,109,,ft
EASI1,Eastport,48.999167,-116.179722,Moyie River,ID,8,9,10,11,,ft
EASM4,Eastmanville,43.024167,-86.026389,Grand River,MI,,,,,,ft
EAST2,Easterly,31.17,-96.2975,Navasota River,TX,17,19,23,26,,ft
EASW1,Easton,47.238889,-121.177778,Yakima River,WA,50,51.3,,,,ft
EBBT2,East Bernard,29.533056,-96.056111,San Bernard River,TX,13,17,23,28,,ft
EBCG1,Mansfield,33.507222,-83.770278,East Bear Creek,GA,7,9,13,15,,ft
EBDN5,Elephant Butte Lake,33.154167,-107.191111,Rio Grande,NM,,,,,4231.5,ft
EBHM2,Arbutus,39.24,-76.692222,East Branch Herbert Run,MD,5,7,9,12,,ft
EBKV1,East Berkshire,44.96,-72.696944,Missisquoi River,VT,11,13,14,16,,ft
EBNN5,The Narrows in Elephant Butte Lake,33.386111,-107.1625,Rio Grande,NM,,,,,,ft
EBNN7,Ebenezer Church Rd,35.845278,-78.724722,Crabtree Creek,NC,17,19,20,21,,ft
EBRI4,Elberon,41.964162,-92.313242,Salt Creek (East Central IA),IA,15,,,,,ft
EBRP1,Glen Hazel,41.559722,-78.594444,East Branch Clarion River Lake,PA,,,,,,ft
EBSN7,Sheffield drive,35.203333,-80.772222,Edwards Branch,NC,6.5,7.5,10,17,,ft
EBWM5,Elba,44.086667,-92.030278,North Fork Whitewater River,MN,39,42,,,,ft
EBZG1,Springfield,32.365829,-81.296838,Ebenezer Creek,GA,16,17,18,24,,ft
EBZN6,Ebenezer,42.829722,-78.775278,Cazenovia Creek,NY,8,10,12,14,,ft
ECBC1,Branscomb,39.729722,-123.642778,Elder Creek (CA),CA,,,,,,ft
ECBF1,State Road 20,30.431667,-85.545278,Econfina Creek,FL,20,22,23,,,ft
ECCI3,Clermont,39.814722,-86.305278,Eagle Creek (IN),IN,6,9,15,,,ft
ECCU1,Morgan,40.9225,-111.606389,East Canyon Creek,UT,2.1,2.5,2.7,2.9,,ft
ECDO3,Drain,43.640833,-123.298333,Elk creek,OR,14,16,18,20,,ft
ECHA2,Healy,64.011667,-148.725278,Emma Creek,AK,,,,,,
ECHS2,Rapid City,44.092778,-103.326944,South Canyon,SD,4.5,6,6.5,7,,ft
ECLK1,Elk City Lake,37.2775,-95.776944,Elk River (KS),KS,,,,,,ft
ECLN6,Brewerton Lock E-23,43.239,-76.1964,Oneida River,NY,,,,,,ft
ECLW3,Eau Claire,44.809722,-91.501944,Chippewa River (WI),WI,764,773,776,778,,ft
ECMA3,Morenci,33.064444,-109.441667,Eagle Creek,AZ,10,15,17,18,,ft
ECMP1,East Conemaugh,40.345833,-78.882778,Little Conemaugh River,PA,22,25,27,28,,ft
ECOF1,Perry (CR 655),30.170556,-83.823889,Econfina River,FL,23,24.5,25.5,,,ft
ECRI3,Eagle Creek Reservoir,39.822222,-86.303056,Eagle Creek (IN),IN,811.5,811.5,811.5,811.5,790,ft
ECRN7,Club Blvd in Durham,36.019444,-78.894722,Ellerbee Creek (NC),NC,8,10,13,16,,ft
ECRW4,Mouth near Encampment,41.303333,-106.714722,Encampment River,WY,5.5,6.5,7.5,8.5,,ft
ECTG1,East Canton,34.250278,-84.466944,Etowah River,GA,16,17,23,27,,ft
ECTN8,05056215 Edmore Coulee Trib nr Webster ND,48.266389,-98.680556,Devils Lake,ND,,,,,,ft
ECTW3,Dells Dam (Tailwater),44.8225,-91.5075,Chippewa River (WI),WI,,,,,,ft
ECUC1,Lake Berryessa,38.696944,-122.288056,Eticuera Creek,CA,,,,,,ft
